,FIPS,County,STATE,MMBTU_TOTAL,lbCO2e,tonCO2e,tonCO2e_Diesel,tonCO2e_LPG_NGL,tonCO2e_Net_electricity,tonCO2e_Other,tonCO2e_Residual_fuel_oil,tonCO2e_Natural_gas,tonCO2e_Coal,POP,tonCO2e_percapita,lbCO2e_percapita,tonCO2e_percapita_log10,lbCO2e_percapita_log10
69,02110,juneau,ALASKA,18405.224427217945,2838672.3945629625,1419.3361972814812,739.5782115792514,0.0,496.03145848863187,183.72652721359788,0.0,0.0,0.0,32468,0.04371492538134413,87.42985076268826,-1.359370258588597,1.9416597370753843
70,02122,kenai peninsula,ALASKA,53293.305314545185,10862780.306899091,5431.390153449545,2387.1970640697073,0.0,2451.1639553556197,593.0291340242187,0.0,0.0,0.0,58506,0.0928347546140489,185.6695092280978,-1.0322894062011503,2.2687405894628307
71,04001,apache,ARIZONA,2027929.2481774152,342430314.4419129,171215.15722095643,86909.72734189047,0.0,62715.25572897859,21590.174150087372,0.0,0.0,0.0,73112,2.3418201830199754,4683.640366039951,0.36955354465593815,3.670583540319919
72,04003,cochise,ARIZONA,816409.3107047037,184454120.88390204,92227.06044195102,28114.899372737786,0.0,57127.8384595965,6984.322609616731,0.0,0.0,0.0,125770,0.733299359481204,1466.598718962408,-0.1347186943496781,3.166311301314303
73,04005,coconino,ARIZONA,786049.3941819951,161242467.2093406,80621.23360467031,33977.91578547436,0.0,38202.50064599783,8440.81717319811,0.0,0.0,0.0,140908,0.5721551196856837,1144.310239371367,-0.24248621160815803,3.058543784055823
74,04007,gila,ARIZONA,104486.04942670577,22411656.464019034,11205.828232009517,4103.173813123575,0.0,6083.3411624431665,1019.3132564427751,0.0,0.0,0.0,53556,0.20923572021826717,418.47144043653435,-0.6793641717673281,2.6216658238966533
75,04009,graham,ARIZONA,1100426.33839498,192616888.57003337,96308.4442850167,17583.64093574167,0.0,42541.331862543295,4358.093377044579,0.0,31825.378109687146,0.0,37599,2.5614629188280724,5122.925837656145,0.40848807316769215,3.7095180688316733
76,04011,greenlee,ARIZONA,81754.23608042381,18286508.664848294,9143.254332424147,2893.3405333166265,0.0,5531.148156867343,718.7656422401782,0.0,0.0,0.0,9613,0.9511343318864192,1902.2686637728382,-0.02175814186692548,3.2792718537970558
77,04012,la paz,ARIZONA,193764.71694347632,45010815.62846185,22505.407814230926,6151.852042552714,0.0,14825.308462584828,1528.2473090933843,0.0,0.0,0.0,20317,1.1077131374824496,2215.4262749648988,0.04442730647676133,3.3454573021407423
78,04013,maricopa,ARIZONA,1982403.5986387322,452386566.6241253,226193.28331206267,66369.32944325234,0.0,143336.4394704805,16487.51439832984,0.0,0.0,0.0,4242997,0.05330979100670179,106.61958201340357,-1.273193020060181,2.0278369756038
79,04015,mohave,ARIZONA,143008.56418303426,32075037.41703197,16037.518708515985,5024.262880784266,0.0,9765.124992558023,1248.1308351736964,0.0,0.0,0.0,205249,0.07813689084242059,156.2737816848412,-1.107143873848943,2.193886121815038
80,04017,navajo,ARIZONA,2181806.282469334,369602264.83442974,184801.13241721486,91310.71732027759,0.0,70806.94399411202,22683.471102825235,0.0,0.0,0.0,110026,1.679613295195816,3359.2265903916323,0.22520930369353132,3.5262392993575125
81,04019,pima,ARIZONA,403541.1953975785,88657336.44797629,44328.66822398814,14959.85086666988,0.0,25652.48093159047,3716.3364257277935,0.0,0.0,0.0,1016206,0.04362173439636072,87.24346879272144,-1.360297070903253,1.9407329247607283
82,04021,pinal,ARIZONA,1347692.054663923,313458923.0304492,156729.4615152246,42621.05520571548,0.0,103520.45450600194,10587.951803507169,0.0,0.0,0.0,418540,0.37446710353902757,748.9342070780551,-0.4265863285092213,2.8744436671547597
83,04023,santa cruz,ARIZONA,129242.81691338457,27642067.8777736,13821.033938886801,5109.076024462511,0.0,7442.757739854023,1269.200174570267,0.0,0.0,0.0,45985,0.3005552666932,601.1105333864,-0.5220756573950679,2.7789543382689135
84,04025,yavapai,ARIZONA,522981.81422052794,113126678.76763922,56563.339383819606,20136.136090625783,0.0,31424.970537402813,5002.232755791013,0.0,0.0,0.0,225562,0.25076626108927746,501.532522178555,-0.6007308953070861,2.700299100356895
85,04027,yuma,ARIZONA,803007.3727913921,181724818.94796574,90862.40947398287,27527.202644169043,0.0,56496.88024509914,6838.326584714695,0.0,0.0,0.0,205631,0.441871164727025,883.7423294540499,-0.3547043383529279,2.9463256573110534
86,05001,arkansas,ARKANSAS,1117706.6206187012,191753319.6493348,95876.6598246674,44606.52630811575,14053.194122255703,26531.849640684584,10685.089753611359,0.0,0.0,0.0,18214,5.263899188792544,10527.798377585088,0.7213075633242974,4.022337558988279
87,05003,ashley,ARKANSAS,373985.6192494192,64423743.16739826,32211.871583699132,14785.948233818666,4658.282498309492,9225.800743257965,3541.8401083130093,0.0,0.0,0.0,20492,1.5719242428117866,3143.848485623573,0.1964316118550397,3.497461607519021
88,05005,baxter,ARKANSAS,108599.29120063894,19616229.848011572,9808.114924005786,3811.7094654004472,1200.871206264856,3882.4737402717906,913.0605120686922,0.0,0.0,0.0,41062,0.23886111061335993,477.7222212267199,-0.6218545527233226,2.6791754429406587
89,05007,benton,ARKANSAS,820116.5617381745,189305936.2465758,94652.9681232879,25916.12588880043,8164.822014976435,54364.04676569512,6207.973453815909,0.0,0.0,0.0,258291,0.36645863821537683,732.9172764307536,-0.43597503659864706,2.865054959065334
90,05009,boone,ARKANSAS,375511.5760815598,68779268.78268157,34389.63439134078,12675.759466811436,3993.471879062493,14684.039562183767,3036.3634832830885,0.0,0.0,0.0,37304,0.9218752517515758,1843.7505035031515,-0.03532784374181864,3.2657021519221625
91,05011,bradley,ARKANSAS,94364.6489620385,17900684.3267357,8950.34216336785,2858.300846833539,900.5017871802168,4506.8594249164835,684.6801044376108,0.0,0.0,0.0,10996,0.8139634561083894,1627.9269122167789,-0.08939509285863442,3.211634902805347
92,05013,calhoun,ARKANSAS,28066.09469842941,5156422.620674925,2578.2113103374622,939.0220201433325,295.8369509204759,1118.4181111173707,224.93422815628333,0.0,0.0,0.0,5144,0.501207486457516,1002.4149729150321,-0.2999824506409646,3.0010475450230167
93,05015,carroll,ARKANSAS,587646.3487218079,138332689.74581495,69166.34487290747,17949.762676940434,5655.035713945948,41261.84325172861,4299.703230292482,0.0,0.0,0.0,27646,2.5018572261053125,5003.7144522106255,0.39826252211046276,3.699292517774444
94,05017,chicot,ARKANSAS,602408.3694630165,103229074.7963048,51614.5373981524,24105.075600907356,7594.254356667252,14141.054695883558,5774.152744694236,0.0,0.0,0.0,10945,4.715809721165135,9431.61944233027,0.673556273370645,3.974586269034626
95,05019,clark,ARKANSAS,144149.20364778637,25438869.124532226,12719.434562266113,5376.998937323472,1694.0124263301173,4360.411757113637,1288.0114414988873,0.0,0.0,0.0,22657,0.5613909415309226,1122.7818830618453,-0.2507345993162466,3.050295396347735
96,05021,clay,ARKANSAS,969166.7757963352,166722654.66974437,83361.3273348722,38438.32718693829,12109.915709678151,23605.530970986794,9207.553467268957,0.0,0.0,0.0,14920,5.5872203307555095,11174.440661511017,0.747195798001396,4.048225793665377
97,05023,cleburne,ARKANSAS,196733.12052579015,36268912.81008669,18134.456405043347,6516.299832185344,2052.94682369969,8004.28908729375,1560.9206618645621,0.0,0.0,0.0,25264,0.7177983060894295,1435.5966121788588,-0.14399757088001722,3.157032424783964
98,05025,cleveland,ARKANSAS,172742.84944178705,33263843.7863232,16631.9218931616,4969.823106935391,1565.7325206766418,8905.890109877371,1190.4761556721962,0.0,0.0,0.0,8241,2.0181921967190393,4036.384393438078,0.3049625226540539,3.605992518318035
99,05027,columbia,ARKANSAS,144591.36843883747,27108788.635957837,13554.39431797892,4549.243584211261,1433.2298093948507,6482.190787742689,1089.7301366301185,0.0,0.0,0.0,23901,0.5671057410978169,1134.2114821956336,-0.24633595610937906,3.0546940395546023
100,05029,conway,ARKANSAS,426243.3657873275,78228218.28528842,39114.109142644214,14305.082308967632,4506.786680365021,16875.5871261668,3426.6530271447596,0.0,0.0,0.0,20937,1.8681811693482455,3736.3623386964905,0.2714189902201023,3.5724489858840833
101,05031,craighead,ARKANSAS,966124.8859798741,164914287.34023452,82457.14367011725,38999.217466776565,12286.623035628783,21829.393509140293,9341.909658571614,0.0,0.0,0.0,105835,0.779110347901141,1558.220695802282,-0.10840102744859553,3.1926289682153857
102,05033,crawford,ARKANSAS,276773.6153342895,49351238.8878677,24675.619443933847,10055.034591158894,3167.8179116548404,9044.174388091564,2408.5925530285504,0.0,0.0,0.0,62267,0.3962872700456718,792.5745400913437,-0.4019898783034979,2.8990401173604834
103,05035,crittenden,ARKANSAS,665547.6732046981,114188396.88804492,57094.19844402246,26557.458063217447,8366.872393920443,15808.269213800577,6361.598773083996,0.0,0.0,0.0,49235,1.1596262505133028,2319.2525010266054,0.06431803793859736,3.3653480336025785
104,05037,cross,ARKANSAS,716953.6527301428,122990562.35244085,61495.28117622042,28618.04699628728,9016.05668777418,17005.983285459155,6855.194206699806,0.0,0.0,0.0,17037,3.609513481024853,7219.0269620497065,0.5574486681811562,3.8584786638451374
105,05039,dallas,ARKANSAS,22377.602514440343,3928094.8572638063,1964.0474286319031,845.8655176099996,266.48818691207686,649.0742932059823,202.61943090384443,0.0,0.0,0.0,7469,0.2629598913685772,525.9197827371544,-0.5801104883378909,2.7209195073260903
106,05041,desha,ARKANSAS,747950.8549617212,128196084.15707369,64098.04207853684,29914.695828293316,9424.563228245624,17592.988320357097,7165.79470164081,0.0,0.0,0.0,11876,5.397275351847157,10794.550703694316,0.7321745749555896,4.033204570619571
107,05043,drew,ARKANSAS,234159.47351362978,40729995.04171198,20364.99752085599,9049.299395704824,2850.9631124339176,6297.057225334492,2167.677787382757,0.0,0.0,0.0,18651,1.0918984247952384,2183.7968495904765,0.03818223946512737,3.3392122351291085
108,05045,faulkner,ARKANSAS,316622.2896835645,56107073.13712217,28053.536568561085,11688.094315274468,3682.310009912175,9883.355010224144,2799.7772331503,0.0,0.0,0.0,122227,0.22951996341692985,459.0399268338597,-0.6391795339840289,2.6618504616799523
109,05047,franklin,ARKANSAS,323987.0021675136,60177121.62817471,30088.560814087352,10493.56858500577,3305.9771420367174,13775.37568387836,2513.6394031665077,0.0,0.0,0.0,17626,1.707055532400281,3414.111064800562,0.23224764942329926,3.5332776450872805
