,County,State,FIPS,TotalOil (bbl),TotalGas (mcf),em_gas_county (lbCO2e),em_oil_county (lbCO2e),em_total_county (lbCO2e),annual_avg_emplvl
445,LORAIN,OH,39093,262.99999879999996,18568.99999,2313366.8711397145,253339.6354778191,2566706.5066175335,
446,LOS ANGELES,CA,06037,1409995,365487,44040982.48,1384210010.0726345,1428250992.5547845,249.75
447,LOVE,OK,40085,746265,2514442,302402258.7,701760073.0543555,1004162331.7926555,40
448,LOVING,TX,48301,159924114.7,517790561.3,61729074890.72487,149784385273.86417,211513460164.58905,
449,LUBBOCK,TX,48303,1212573,86728,10339391.266400002,1135691772.9739735,1146031164.2403736,75.5
450,LYCOMING,PA,42081,0,447801989.1,54221073907,0,54221073907,141.25
451,LYNN,TX,48305,194404,58123,6929209.004900001,182078129.2616876,189007338.26658762,
452,LYON,KS,20111,70639.2,0,0,66426497.49418937,66426497.49418937,
453,MADISON,AR,05087,0,6004,712973.1988,0,712973.1988,
454,MADISON,TX,48313,2257508,7332667,874173428.9,2114374361.8099105,2988547790.6820107,
455,MAHONING,OH,39099,84009,4089750.999,509510176.8921173,80923230.16799666,590433407.1,17.25
456,MAJOR,OK,40093,2821200,24028386.56,2889801541.9943056,2652952393.721999,5542753935.716305,70.25
457,MANISTEE,MI,26101,71660,1382493,170782609.1,69027826.46834186,239810435.61689186,
458,MARION,AL,01093,0,25734,3094929.104,0,3094929.104,
459,MARION,KS,20115,118770.06,103502,12471934.073900001,111686982.4824562,124158916.5563562,
460,MARION,OH,39101,157.00000200000002,0,0,151233.16904249688,151233.16904249688,
461,MARION,TX,48315,369479,1369539,163271372.3,346052782.4606442,509324154.7463442,
462,MARION,WV,54049,3322,35194335,4462590646.214251,3209848.671588151,4465800494.8858385,
463,MARSHALL,OK,40095,483342,5806484,698323475.7166001,454516984.2,1152840459.938342,
464,MARSHALL,WV,54051,5342599,420487241,53317172452.30055,5162231879.283017,58479404331.58357,373.75
465,MARTIN,TX,48317,200829360.9,418244061,49861509449,1.88096E+11,237957609987.14227,
466,MASON,MI,26105,4858,0,0,4679558.763371543,4679558.763371543,
467,MASON,WV,54053,3167,251418,31879437.843900003,3060081.5,34939519.343875825,
468,MATAGORDA,TX,48321,18966704,35297513,4208038899,18207553295.37071,22415592194.43261,20
469,MAVERICK,TX,48323,1672336,7238653,862965427.6,1566304245,2429269672.2940803,
470,MAYES,OK,40097,42578,86635,10419257.91,40038780.31330472,50458038.21855472,
471,MCCLAIN,OK,40087,4695114,17126024,2059680971,4415111982.524341,6474792953.811941,9.25
472,MCCONE,MT,30055,435,0,0,420569.69601500616,420569.69601500616,
473,MCCULLOCH,TX,48307,34382,0,0,32202064.979503218,32202064.979503218,
474,MCDOWELL,WV,54047,83,8102218,1027349494,80197.90479886108,1027429692.0886989,
475,MCHENRY,ND,38049,45130,0,0,44778369.54516372,44778369.54516372,
476,MCINTOSH,OK,40091,1006,2453577,295082259.51855004,946005.2843060865,296028264.80285615,10
477,MCKEAN,PA,42083,152.3099983,33950343.95995035,4110799312.5994806,147167.98484692682,4110946480.5843277,125.5
478,MCKENZIE,ND,38053,173473469,509760065,63566493881.425255,172121850236.28415,235688344117.7094,512
479,MCKINLEY,NM,35031,4485,67578,8103696.964,4223908.013,12327604.977048751,
480,MCLEAN,ND,38055,764391,579337,72242657.66,758435246.5,830677904.1724709,
481,MCLENNAN,TX,48309,8,0,0,7492.772957827518,7492.772957827518,12.75
482,MCPHERSON,KS,20113,352035.84,12648,1524077.044,331041515.81027037,332565592.8538704,28
483,MEADE,KS,20119,169490.04,1994407,240324946.6,159382180.39488068,399707126.9710307,
484,MECOSTA,MI,26107,66856,18887,2333155.494,64400284.20830957,66733439.70275957,
485,MEDINA,OH,39103,43779.99996,441813.0007,55042035.61468132,42171898.40747021,97213934.02215153,
486,MEDINA,TX,48325,103005,9003,1073304.349,96474134.81512794,97547439.16402794,
487,MEIGS,OH,39105,18276.99998,286573.0002,35701894.82136611,17605659.820441354,53307554.64180747,
488,MENARD,TX,48327,80366,25297,3015814.741,75270523.94,78286338.68,
489,MERCER,OH,39107,890.9999988,0,0,858272.3039416578,858272.3039416578,
490,MERCER,PA,42085,70703.07,7887396.68,955027285.9854361,68316121.40779772,1023343407.3932338,70
491,MERCER,WV,54055,0,510048,64673346.830400005,0,64673346.830400005,
492,MESA,CO,08077,80202,36686533,4609004348.182651,77541450.02251844,4686545798.205169,56.5
493,MIAMI,KS,20121,436698.74,0,0,410655383.3894729,410655383.3894729,34.25
494,MIDLAND,MI,26111,29894,0,0,28795950.941175155,28795950.941175155,
495,MIDLAND,TX,48329,294834275.8,831797297,99163796098.34111,276140786124.3336,375304582222.67474,8738.75
496,MILAM,TX,48331,1833523,1561232,186124302.48160002,1717271443.994348,1903395746.475948,
497,MILLER,AR,05091,103104,2257,268018.0729,100570224.25275736,100838242.32565735,
498,MINERAL,WV,54057,0,180,22823.739,0,22823.739,
499,MINGO,WV,54059,3408,7475698,947907666.6,3292945.2958375732,951200611.9337375,
500,MISSAUKEE,MI,26113,41989,84322,10416494.816699998,40446684.42058619,50863179.23728619,
501,MITCHELL,TX,48335,6349508,919410,109608658.4,5946927729.738687,6056536388.121687,73.25
502,MOBILE,AL,01097,223555156,340378213,40935977221.38995,2.16102E+11,257037606041.44797,107.75
503,MOFFAT,CO,08081,210211,5863969,736702446.6064501,203237646.8253114,939940093.4317615,6
504,MONONGALIA,WV,54061,1269,131074054,16619999989.821701,1226158.3275874062,16621226148.149288,
505,MONROE,AL,01099,218680,273446,32886297.652900003,213305949.71672273,246192247.36962274,
506,MONROE,OH,39111,1220630.997606432,466758899.0791975,58149850517,1175795488.203402,59325646005,14.75
507,MONTAGUE,TX,48337,1124395,46256740,5514557393,1053104556.239559,6567661949,54.75
508,MONTCALM,MI,26117,37109,0,0,35745933.74844681,35745933.74844681,
509,MONTEZUMA,CO,08083,65618,269874564,33904894718,63441246.69681075,33968335964.873013,
510,MONTGOMERY,KS,20125,113603.61,3841782,462932618,106828643.51515684,569761261.5350568,
511,MONTGOMERY,TX,48339,5944956,11241264,1340141901.4032001,5707006510.389673,7047148411.792873,1745
512,MONTMORENCY,MI,26119,1062,17362106,2144781755,1022991.232,2145804746.3614385,
513,MOORE,TX,48341,262850,23097077,2753548060.7551003,246184421.4956204,2999732482.2507205,87
514,MOREHOUSE,LA,22067,403,2075098,247143445.5,393096.29474958504,247536541.8104496,
515,MORGAN,CO,08087,35153,13557,1703193.702,33986865.57244945,35690059.27429945,
516,MORGAN,OH,39115,31063.99996,432742.0006,53911950.464411005,29922975.14184542,83834925.60625643,
517,MORRILL,NE,31123,46887,0,0,44090804.94,44090804.94,
518,MORRIS,KS,20127,47527.69,0,0,44693286.17381863,44693286.17381863,
519,MORRIS,TX,48343,4193,0,0,3927149.626521348,3927149.626521348,
520,MORROW,OH,39117,77991.99983,11337,1412388.4012754178,75127242.96006535,76539631.36134076,
521,MORTON,KS,20129,674890.54,9283472,1118653270,634642164.1830897,1753295434.2734897,
522,MOTLEY,TX,48345,33706,4741,565204.4783,31568925.664566793,32134130.142866794,
523,MOUNTRAIL,ND,38061,84709809,144577228,18028614068,84049792410.86276,102078406478.65056,348
524,MURRAY,OK,40099,158873,21668,2605926.938,149398307.68743625,152004234.62563625,
525,MUSKEGON,MI,26121,5132,0,0,4943494.354389205,4943494.354389205,
526,MUSKINGUM,OH,39119,68511.99999,1750796.996865254,218118141.62286645,65995456.96400291,284113598.58686936,123
527,MUSKOGEE,OK,40101,25200,30372,3652723.508,23697150.262935765,27349873.770735763,
528,MUSSELSHELL,MT,30065,69429,989,123673.2632,67125823.96465716,67249497.22785716,
529,NACOGDOCHES,TX,48347,49837,111099416,13244861307.680801,46677165.737406254,13291538473.418207,34.75
530,NATCHITOCHES,LA,22069,6576,58695334,6990593736,6421223.097609227,6997014959,
531,NATRONA,WY,56025,4264166,7401938,927330336.7,4122710341.097758,5050040677.807558,785.25
532,NAVARRO,TX,48349,125449.625,419873,50055705.53,117495694.72120038,167551400.25110036,15
533,NEMAHA,KS,20131,42972.479999999996,0,0,40409734.75123023,40409734.75123023,
534,NEOSHO,KS,20133,58461.65,4254143,512621891.7,54975178.756712645,567597070.4780626,32.5
535,NESS,KS,20135,1402657.45,15967,1924014.718,1319007315.876044,1320931330.594194,
536,NEVADA,AR,05099,54391,6290,746935.6130000001,53054343.840507895,53801279.45350789,
537,NEWAYGO,MI,26123,36082,403,49783.53705,34756656.91642075,34806440.45347075,
538,NEWTON,TX,48351,624914,2433444,290106189.9,599901541.1440644,890007731.0812645,
539,NICHOLAS,WV,54067,0,418013,53003442.281150006,0,53003442.281150006,
540,NIOBRARA,WY,56027,678894,1006060,126041309.52600001,656372972.8883024,782414282.4143025,9
541,NOBLE,OH,39121,506555.9996,57200986.99294063,7126224801.751928,487949478.6008238,7614174280.352752,
542,NOBLE,OK,40103,674692,2005190,241156481.3,634455464.4920895,875611945.8105896,13
543,NOLAN,TX,48353,1249286,2377761,283467868.7,1170077044.6740637,1453544913.3783636,
544,NORTH SLOPE,AK,02185,155822338,3254590785,373953294844.1963,152972769444.2331,526926064288.4294,230
545,NORTON,KS,20137,181339.12,0,0,170524618.0630373,170524618.0630373,
546,NOWATA,OK,40105,69397,507444,61028336.22,65258378.44432354,126286714.66492355,15.25
547,NUECES,TX,48355,363886,9091286,1083829479.1618001,349321302.13237184,1433150781.294172,265.75
548,OAKLAND,MI,26125,11710,20444,2525495.363,11279875.075973809,13805370.43937381,
549,OCEANA,MI,26127,2144,0,0,2065247.8362841886,2065247.8362841886,
550,OCHILTREE,TX,48357,3836148,26498530,3159056702,3592923249.578015,6751979951.617015,238
551,OGEMAW,MI,26129,283089,478018,59050686.882300004,272690739.1445218,331741426.0268218,19.5
552,OHIO,WV,54069,4025364,122341917,15512777679.82035,3889466974.1296706,19402244653.95002,
553,OKFUSKEE,OK,40107,272834,2617157,314755396.3,256563027.57292923,571318423.9084792,
554,OKLAHOMA,OK,40109,11867098,41001065,4931040233,11159381130.594622,16090421364.044373,5520.5
555,OKMULGEE,OK,40111,167570,508221,61121783.019150004,157576645.61746612,218698428.6366161,5.75
556,OLDHAM,TX,48359,347040,732748,87355505.39240001,325036490.91055775,412391996.3029578,
557,ORANGE,TX,48361,477166,1976204,235595728.92520002,458067220.09996355,693662949.0251635,29.75
558,OSAGE,KS,20139,1275.35,0,0,1199292.0868188543,1199292.0868188543,
559,OSAGE,OK,40113,5288624,877525,105536553.3,4973226889.371761,5078763442.650512,535.75
560,OSBORNE,KS,20141,144209.89,0,0,135609660.02902532,135609660.02902532,
561,OSCEOLA,MI,26133,18850,147947,18276240.59,18157612.739718728,36433853.32516873,15
562,OSCODA,MI,26135,518,2527351,312209608.30485004,498973.12462463137,312708581.42947465,
563,OTSEGO,MI,26137,265368,15522296,1917505702.2756002,255620656.63202545,2173126358.9076257,39.5
564,OTTAWA,MI,26139,12065,0,0,11621835.422000343,11621835.422000343,
565,OUACHITA,AR,05103,144529,2841,337367.89770000003,140977206.9078481,141314574.8055481,28
566,OUACHITA,LA,22073,19707,28205307,3359242191.8425503,19222701.440769408,3378464893.2833195,13
567,PALO PINTO,TX,48363,115413,5617636,669713778.7,108095425.67271842,777809204.3395184,
568,PANOLA,TX,48365,1449185,480552655,57289709484.276505,1357301772.361159,58647011256.637665,187
569,PARK,WY,56029,3759728,5127661,642404138.2,3635006119.6761084,4277410257.8442082,95
570,PARKER,TX,48367,67788,51118891,6094205045.123301,63490011.65815148,6157695056.781452,250.75
571,PAWNEE,KS,20145,196122.14,371877,44810973.967650004,184426024.6614494,229236998.6290994,
572,PAWNEE,OK,40117,381911,325634,39162747.49,359135014.05031985,398297761.53941983,73.25
573,PAYNE,OK,40119,512933,2558488,307699501.6,482343268.88168377,790042770.4628837,83.75
574,PECOS,TX,48371,50263008.81,155795814.9,18573400604.085262,47076164151.16828,65649564755.25354,90.5
575,PENDLETON,WV,54071,0,3405,431749.0628,0,431749.0628,
576,PERRY,OH,39127,60676.00008,173394.00006996002,21601805.995515775,58447284.45550283,80049090.45,6.5
577,PETROLEUM,MT,30069,12680,0,0,12259364.932115583,12259364.932115583,
578,PHELPS,NE,31137,30221,0,0,28418713.416515145,28418713.416515145,
579,PHILLIPS,CO,08095,0,789914,99238515.14,0,99238515.14,
580,PHILLIPS,KS,20147,376880.82,0,0,354404818.36343044,354404818.36343044,11
581,PHILLIPS,MT,30071,0,7296531,912422445.7,0,912422445.7,
582,PICKAWAY,OH,39129,25615,112.9999995,14077.78854,24674124.68871979,24688202.477257498,
583,PICKENS,AL,01107,81248,806945,97048168.41,79251334.38167316,176299502.79342318,
584,PITTSBURG,OK,40121,13606,108494203.2,13048180120.992327,12794580.41577397,13060974701,42
585,PLAQUEMINES,LA,22075,40101679.35,51738285.93,6162011745.426662,38764723395.05874,44926735140,494
586,PLEASANTS,WV,54073,75665,6076202,770453603.1,73110535.74223885,843564138.8493389,
587,POINTE COUPEE,LA,22077,307919,5310210,632444152.4,297652707.43584836,930096859.8623483,
588,POLK,TX,48373,800076,17678477,2107562618,768052604.7302164,2875615222.3053164,
589,PONDERA,MT,30073,45202,63870,7986866.856000001,43702508.96383979,51689375.81983979,10.25
590,PONTOTOC,OK,40123,4507301,301620,36274676.16,4238499566.5587554,4274774242.7217555,86.25
591,POPE,AR,05115,0,1450590,172257127.3,0,172257127.3,
592,PORTAGE,OH,39133,153918.0001,2300427.998808616,286592381.03317475,148264373.44227228,434856754.47544706,69
593,POTTAWATOMIE,OK,40125,789125,635061,76376341.48515001,742064035.7634598,818440377.2486098,49.5
594,POTTER,PA,42105,2.220446e-16,36442279.11,4412529548.7923975,2.145483336373637e-13,4412529548.7923975,
595,POTTER,TX,48375,630908,13139603,1566454853,590906300.1596304,2157361153.2885303,135.25
596,POWDER RIVER,MT,30075,2172036,58734783,7344714132,2099982805.1808045,9444696937.591206,
597,PRAIRIE,MT,30079,27820,4118,514950.95840000006,26897124.00721258,27412074.96561258,
598,PRATT,KS,20151,372870.16,466129,56168288.13,350633341.6700357,406801629.79908574,16
599,PRESIDIO,TX,48377,1169,0,0,1094881.448462546,1094881.448462546,
600,PRESQUE ISLE,MI,26141,33400,24819,3065949.395,32173170.583904803,35239119.98,0
601,PRESTON,WV,54077,1262,1582893,200708537.2,1219394.649,201927931.85401943,
602,PROWERS,CO,08099,10,217141,27279868.969049998,9668.268873908188,27289537.237923905,
603,PUSHMATAHA,OK,40127,0,1606445,193200955.33675003,0,193200955.33675003,
604,PUTNAM,WV,54079,570,2188871,277545668.93705004,550756.6956066363,278096425.6326567,
605,RALEIGH,WV,54081,11,1904922,241541347.46310002,10628.637985391228,241551976.1010854,
606,RANDOLPH,WV,54083,871,766576,97200725.26480001,841594.8804796146,98042320.14527963,
607,RAPIDES,LA,22079,128581,766452,91284164.94,124293995.41700518,215578160.35880518,
608,RAWLINS,KS,20153,405373.83,0,0,381198593.7369753,381198593.7369753,
609,REAGAN,TX,48383,54904143.5,409765029.8,48850670716.18493,51423035211.18519,100273705927.37012,224.5
610,REAL,TX,48385,781,0,0,731481.9600079114,731481.9600079114,
611,RED RIVER,LA,22081,22344,760389455.5,90562118013.74059,21794897.294999324,90583912911.03558,
612,RED RIVER,TX,48387,63185,0,0,59178857.41754147,59178857.41754147,0
613,RED WILLOW,NE,31145,408902,0,0,384516354.6355143,384516354.6355143,17.75
614,REEVES,TX,48389,199250858,1148333603,136900083355.14716,186617680080.79135,323517763435.9385,69.5
615,REFUGIO,TX,48391,10796325.56,17858041.31,2128969610.4637856,10364197861.044966,12493167471.50875,43
616,RENO,KS,20155,532605.41,610550,73570939.2,500842477.4453377,574413416.6428378,13.5
617,RENVILLE,ND,38075,437059,15160,1890434.566,433653654.2220189,435544088.7880189,
618,RICE,KS,20159,641471.5700000001,73128,8811883.78,603216197.7655284,612028081.5451285,3
619,RICHARDSON,NE,31147,127878,0,0,120251753.22713093,120251753.22713093,
620,RICHLAND,LA,22083,60745218,31618403.46,3765740785.5256896,59252407244.55533,63018148030.08102,
621,RICHLAND,MT,30083,8007025,13150790,1644490509,7741407058,9385897567,144.25
622,RICHLAND,OH,39139,20862.00009,56029.999987350006,6980340.664424036,20095709.212979846,27076049.87740388,
623,RILEY,KS,20161,34683.54,0,0,32615121.39010092,32615121.39010092,
624,RIO ARRIBA,NM,35039,765087,156732092,18794716891,720547850.6768035,19515264741.367203,
625,RIO BLANCO,CO,08103,2977669,90536849,11374329940.41045,2878890450.950132,14253220391.360582,158.75
626,RITCHIE,WV,54085,1082610,250793554,31800258996.546703,1046060888.1240362,32846319884.67074,131
627,ROANE,WV,54087,46377,1865375,236526845.2,44811303.986226276,281338149.1924763,52.25
628,ROBERTS,TX,48393,1254741,30630706,3651679435.7078004,1175186179.2346823,4826865614.942483,
629,ROBERTSON,TX,48395,2027883,52122167,6213811898,1899308363.0047677,8113120260.726868,23.75
630,ROGER MILLS,OK,40129,1017598,33723109.66,4055748564.836009,956911615.6056709,5012660180,
631,ROGERS,OK,40131,7015,235341,28303556.01,6596647.1862894595,34900203.19343946,
632,ROOKS,KS,20163,1914821.8900000001,0,0,1800627859.2892325,1800627859.2892325,12
633,ROOSEVELT,MT,30085,2591395,3439315,430082213.6,2505430361.8501306,2935512575.4221306,
634,ROOSEVELT,NM,35041,313614,1148490,137722556.53800002,295357121.0099702,433079677.5479702,0
635,ROSCOMMON,MI,26143,15398,21144,2611968.008,14832409.600328328,17444377.608728327,
636,ROSEBUD,MT,30087,93413,3159,395029.1592,90314200.03183855,90709229.19103855,
637,ROUTT,CO,08107,39672,44106,5541127.197,38355956.27656856,43897083.473868564,
638,RUNNELS,TX,48399,272329,292938,34922984.49,255062420.8540263,289985405.3434263,
639,RUSH,KS,20165,172454.71,321162,38699844.36,162170046.68337345,200869891.04427344,0
640,RUSK,TX,48401,1607087,93379260,11132329874,1505192251.809519,12637522125.747519,20.75
641,RUSSELL,KS,20167,2082234.04,0,0,1958056068.5904684,1958056068.5904684,52
642,RUSSELL,VA,51167,0,3161740,386889002.6,0,386889002.6,
643,SABINE,LA,22085,56621,469169701.6,55877947251.164444,55229541.69979219,55933176792.864235,
644,SABINE,TX,48403,86,706863,84269591.47,80547.30929664582,84350138.77619666,
645,SAGINAW,MI,26145,2630,0,0,2533396.3663374144,2533396.3663374144,
646,SALINE,KS,20169,68388.56,0,0,64310078.67403962,64310078.67403962,
647,SAN AUGUSTINE,TX,48405,27101,198673347,23685101338,25382704.991260447,23710484042.94736,
648,SAN JACINTO,TX,48407,92414,1710987,203977539.48810002,88715088.83348359,292692628.3215836,
649,SAN JUAN,NM,35045,4665990,265451020,31831877604.524002,4394361772.947989,36226239377.47199,1097.75
650,SAN JUAN,UT,49037,2802831,7298759,887159047.3187001,2709852371.612496,3597011418.931196,76.25
651,SAN MIGUEL,CO,08113,406,79572,9996793.483,392531.7162806724,10389325.198880672,
652,SAN PATRICIO,TX,48409,416703,3826978,456238157.3,400024278.3796731,856262435.7210732,173.75
653,SANDOVAL,NM,35043,2103884,9161097,1098563940.0714002,1981407466.4362564,3079971406.5076566,0
654,SANDUSKY,OH,39143,4052.0000299999992,17642.00006,2197879.179894865,3903164.316502316,6101043.4963971805,
655,SANPETE,UT,49039,71276,634255,77093251.27149999,68911553.23,146004804.5,
656,SANTA BARBARA,CA,06083,913777,279403,33667907.83,897066493.4089422,930734401.2372922,234
657,SANTA CRUZ,CA,06087,1486726,1658741,199877378.19245002,1459537807.8895652,1659415186.0820153,
658,SCHLEICHER,TX,48413,262806,5171899,616574662.8,246143211.24435234,862717873.9980524,
659,SCOTT,AR,05127,0,708247,84104118.78,0,84104118.78,
660,SCOTT,KS,20171,498720.26,68374,8239029.394300001,468978132.55517435,477217161.94947433,
661,SCOTT,VA,51169,0,1608,196764.2868,0,196764.2868,
662,SCOTTS BLUFF,NE,31157,15916,0,0,14966819.189876413,14966819.189876413,
663,SCURRY,TX,48415,40036723.1,124527362,14845691346,37498259520.46354,52343950866.864136,84
664,SEBASTIAN,AR,05131,0,6258733,743222666.1,0,743222666.1,68
665,SEDGWICK,CO,08115,0,19574,2459121.747,0,2459121.747,
666,SEDGWICK,KS,20173,148228.49,13218,1592761.73,139388603.20547903,140981364.93557903,246.75
667,SEMINOLE,OK,40133,1152801,4601609,553417798.2,1084051528.5818498,1637469326.8171997,54.5
668,SENECA,OH,39147,1176.0000049999999,1.9984014e-15,2.4896524289508004e-13,1132803.855315506,1132803.855315506,
669,SEQUOYAH,OK,40135,0,759661,91361503.78,0,91361503.78,
670,SEVIER,UT,49041,1103994,0,0,1067371082.7181395,1067371082.7181395,
671,SEWARD,KS,20175,299448.56,6752213,813637952.8,281590377.8706245,1095228330.6534746,39.25
672,SHACKELFORD,TX,48417,345373,1061971,126604253.32730001,323475184.3454704,450079437.67277044,48.75
