,Plant Code,Plant Name,State,Sector Code,Balancing Authority Name,Generation (kWh),Useful Thermal Output (MMBtu),Total Fuel Consumption (MMBtu),Fuel Consumption for Electric Generation (MMBtu),"
 Fuel Consumption for Useful Thermal Output (MMBtu)",Quantity of Fuel Consumed,Tons of CO2 Emissions,Metric Tonnes of CO2 Emissions,Aggregated Fuel Group,Utility ID,Utility Name,Zip,County,Latitude,Longitude,FIPS,tonCO2e_PET,tonCO2e_GAS,tonCO2e_COAL,tonCO2e_other,tonCO2e_sum,Establishments,NERC Region,Nameplate Capacity (MW)
733,30,Madelia,MN,1,"Midcontinent Independent System Operator, Inc.",-119000.0,0.0,1041.0,1041.0,0.0,168.0,83.9514445836,76.160250915,PET,29305,City of Madelia - (MN),56062,watonwan,44.0501,-94.4178,27165,83.9514445836,0.0,0.0,0.0,83.9514445836,1.0,MRO,11.8
734,3000,Boomer Lake Station,OK,1,Southwest Power Pool,26000.0,0.0,236.0,236.0,0.0,40.0,19.0322199056,17.2659166339,PET,18125,Stillwater Utilities Authority,74075,payne,36.1438,-97.0681,40119,19.0322199056,0.0,0.0,0.0,19.0322199056,1.0,MRO,6.0
735,3006,Anadarko Plant,OK,1,Southwest Power Pool,863951000.0,0.0,8208624.0,8208624.0,0.0,7977039.0,480201.15241882,435635.627704636,GAS,20447,"Western Farmers Elec Coop, Inc",73005,caddo,35.0847,-98.23,40015,0.0,480201.15241882,0.0,0.0,480201.15241882,1.0,MRO,534.9
736,3008,Mooreland,OK,1,Southwest Power Pool,80339000.0,0.0,1028844.0,1028844.0,0.0,998467.0,60186.9539229948,54601.2464147644,GAS,20447,"Western Farmers Elec Coop, Inc",73852,woodward,36.43725,-99.22543,40153,0.0,60186.9539229948,0.0,0.0,60186.9539229948,1.0,MRO,305.0
737,3096,Brunot Island,PA,2,"PJM Interconnection, LLC",71539000.0,0.0,786029.0,786029.0,0.0,756913.0,45992.0531076116,41723.7168716426,GAS,63032,"Brunot Island Power, LLC",15204,allegheny,40.464851,-80.043761,42003,0.0,45992.0531076116,0.0,0.0,45992.0531076116,1.0,RFC,365.4
738,3109,Hamilton (PA),PA,2,"PJM Interconnection, LLC",-89000.0,0.0,1704.0,1704.0,0.0,296.0,137.4190793184,124.6657709502,PET,63035,"Hamilton Power, LLC",17301,adams,39.908732,-76.988454,42001,137.4190793184,0.0,0.0,0.0,137.4190793184,1.0,RFC,19.6
739,3110,Hunterstown,PA,2,"PJM Interconnection, LLC",1691000.0,0.0,38457.0,38457.0,0.0,36951.0,2254.4800607054,2045.2508942261,GAS,63036,"Hunterstown Power, LLC",17325,adams,39.8662,-77.1648,42001,0.0,2254.4800607054,0.0,0.0,2254.4800607054,1.0,RFC,60.0
740,3111,Mountain,PA,2,"PJM Interconnection, LLC",1727000.0,0.0,30282.0,30282.0,0.0,5379.0,2442.0918778872,2215.4512182593,PET,63037,"Mountain Power, LLC",17065,cumberland,40.12282,-77.1716,42041,2442.0918778872,0.0,0.0,0.0,2442.0918778872,1.0,RFC,54.0
741,3112,Ortanna,PA,2,"PJM Interconnection, LLC",-141000.0,0.0,645.0,645.0,0.0,115.0,52.016024742,47.1886280885,PET,63038,"Orrtanna Power, LLC",17353,adams,39.8442,-77.3508,42001,52.016024742,0.0,0.0,0.0,52.016024742,1.0,RFC,27.0
742,3113,Portland (PA),PA,2,"PJM Interconnection, LLC",1244000.0,0.0,19844.0,19844.0,0.0,3433.0,1600.3193720624,1451.8002105256,PET,63039,"Portland Power, LLC",18351,northampton,40.910205,-75.079398,42095,1600.3193720624,0.0,0.0,0.0,1600.3193720624,1.0,RFC,194.0
743,3114,Shawnee (PA),PA,2,"PJM Interconnection, LLC",-143000.0,0.0,705.0,705.0,0.0,122.0,56.854724718,51.5782679107,PET,63040,"Shawnee Power, LLC",18324,monroe,41.061194,-75.058242,42089,56.854724718,0.0,0.0,0.0,56.854724718,1.0,RFC,20.0
744,3115,Titus,PA,2,"PJM Interconnection, LLC",-1245000.0,0.0,949.0,949.0,0.0,163.0,76.5321046204,69.4294698543,PET,63041,"Titus Power, LLC",19508,berks,40.3056,-75.9081,42011,76.5321046204,0.0,0.0,0.0,76.5321046204,1.0,RFC,36.0
745,3116,Tolna,PA,2,"PJM Interconnection, LLC",1700000.0,0.0,29113.0,29113.0,0.0,5171.0,2347.8178733548,2129.9264023903,PET,63042,"Tolna Power, LLC",17349,york,39.760634,-76.635341,42133,2347.8178733548,0.0,0.0,0.0,2347.8178733548,1.0,RFC,54.0
746,3118,Conemaugh,PA,2,"PJM Interconnection, LLC",11005565000.0,0.0,105664683.0,105664683.0,0.0,4609751.0,10852272.687098593,9845117.197767062,COAL,63047,KeyCon Operating LLC,15944,indiana,40.3842,-79.0611,42063,0.0,0.0,10852272.687098593,0.0,10852272.687098593,1.0,RFC,1963.0
747,3120,Blossburg,PA,2,"PJM Interconnection, LLC",783000.0,0.0,50251.0,50251.0,0.0,48739.0,2939.6629825167,2666.8447632375,GAS,63043,"Blossburg Power, LLC",16912,tioga,41.706475,-77.08184,42117,0.0,2939.6629825167,0.0,0.0,2939.6629825167,1.0,RFC,24.0
748,3122,Homer City Generating Station,PA,2,"PJM Interconnection, LLC",6827882000.0,0.0,72444540.0,72444540.0,0.0,2853349.0,7444613.807943874,6753709.342233393,COAL,58615,NRG Homer City Services LLC,15748,indiana,40.512825,-79.196107,42063,0.0,0.0,7444613.807943874,0.0,7444613.807943874,1.0,RFC,2012.0
749,3130,Seward (PA),PA,2,"PJM Interconnection, LLC",1866633000.0,0.0,20687351.0,20687351.0,0.0,1647762.0,2125433.7961753146,1928180.8910236033,COAL,61781,Seward Generating LLC,15944,indiana,40.40625,-79.03366,42063,0.0,0.0,2125433.7961753146,0.0,2125433.7961753146,1.0,RFC,585.0
750,3131,Shawville,PA,2,"PJM Interconnection, LLC",271326000.0,0.0,3253077.0,3253077.0,0.0,3155661.0,190310.91781704422,172648.9320666279,GAS,63044,"Shawville Power, LLC",16873,clearfield,41.06755,-78.366228,42033,0.0,190310.91781704422,0.0,0.0,190310.91781704422,1.0,RFC,632.0
751,3132,Warren,PA,2,"PJM Interconnection, LLC",1930000.0,0.0,42646.0,42646.0,0.0,40039.0,2531.4463831206,2296.5130936411,GAS,63045,"Warren Generation, LLC",16365,warren,41.835947,-79.188668,42123,0.0,2531.4463831206,0.0,0.0,2531.4463831206,1.0,RFC,53.1
752,3136,Keystone,PA,2,"PJM Interconnection, LLC",11005292000.0,0.0,107343263.0,107343263.0,0.0,4330708.0,11039759.615621768,10015204.223552443,COAL,63047,KeyCon Operating LLC,15774,armstrong,40.6604,-79.3411,42005,0.0,0.0,11039759.615621768,0.0,11039759.615621768,1.0,RFC,1883.2
753,3138,New Castle Plant,PA,2,"PJM Interconnection, LLC",348070000.0,0.0,4212094.0,4212094.0,0.0,4065731.0,246408.0158882176,223539.885592141,GAS,63031,"New Castle Power, LLC",16160,lawrence,40.937939,-80.369007,42073,0.0,246408.0158882176,0.0,0.0,246408.0158882176,1.0,RFC,354.4
754,3139,TalenEnergy Martin Creek LLC Allentown,PA,2,"PJM Interconnection, LLC",2293000.0,0.0,35080.0,35080.0,0.0,6209.0,2829.026585968,2566.4760827071,PET,15276,TalenEnergy Martins Creek LLC,18101,lehigh,40.608388,-75.45599,42077,2829.026585968,0.0,0.0,0.0,2829.026585968,1.0,RFC,64.0
755,3140,Brunner Island,PA,2,"PJM Interconnection, LLC",2587597000.0,0.0,28773041.0,28773041.0,0.0,13462739.0,2370975.1157333576,2150934.514862884,COAL,15537,Brunner Island LLC,17370,york,40.096111,-76.6962,42133,0.0,0.0,2370975.1157333576,0.0,2370975.1157333576,1.0,RFC,1616.1
756,3142,TalenEnergy Martins Creek LLC Fishbach,PA,2,"PJM Interconnection, LLC",41000.0,0.0,734.0,734.0,0.0,129.0,59.1934297064,53.6999271581,PET,15276,TalenEnergy Martins Creek LLC,17901,schuylkill,40.689064,-76.219639,42107,59.1934297064,0.0,0.0,0.0,59.1934297064,1.0,RFC,37.0
757,3143,TalenEnergy Martins Creek LLC Harrisburg,PA,2,"PJM Interconnection, LLC",216000.0,0.0,3433.0,3433.0,0.0,610.0,276.8542836268,251.160558493,PET,15276,TalenEnergy Martins Creek LLC,17104,dauphin,40.257865,-76.857897,42043,276.8542836268,0.0,0.0,0.0,276.8542836268,1.0,RFC,48.0
758,3144,TalenEnergy Martins Creek LLC Harwood,PA,2,"PJM Interconnection, LLC",48000.0,0.0,1123.0,1123.0,0.0,201.0,90.5643345508,82.1594253387,PET,15276,TalenEnergy Martins Creek LLC,18201,luzerne,40.9353,-76.0284,42079,90.5643345508,0.0,0.0,0.0,90.5643345508,1.0,RFC,32.0
759,3146,TalenEnergy Martins Creek LLC Jenkins,PA,2,"PJM Interconnection, LLC",54000.0,0.0,1184.0,1184.0,0.0,209.0,95.4836795264,86.6222258245,PET,15276,TalenEnergy Martins Creek LLC,18703,luzerne,41.282405,-75.816439,42079,95.4836795264,0.0,0.0,0.0,95.4836795264,1.0,RFC,32.0
760,3147,TalenEnergy Martins Creek LLC Lock Haven,PA,2,"PJM Interconnection, LLC",0.0,0.0,227.0,227.0,0.0,40.0,18.3064149092,16.6074706606,PET,15276,TalenEnergy Martins Creek LLC,17745,lycoming,41.1189,-77.4709,42081,18.3064149092,0.0,0.0,0.0,18.3064149092,1.0,RFC,18.5
761,3148,TalenEnergy Martins Creek,PA,2,"PJM Interconnection, LLC",422146000.0,0.0,5592073.0,5592073.0,0.0,5393808.0,328362.6533212675,297888.64494354255,GAS,15276,TalenEnergy Martins Creek LLC,18013,northampton,40.797762,-75.105416,42095,0.0,328362.6533212675,0.0,0.0,328362.6533212675,1.0,RFC,1794.1
762,3149,TalenEnergy Montour,PA,2,"PJM Interconnection, LLC",1055951000.0,0.0,11675134.0,11675134.0,0.0,463137.0,1197650.766004925,1086501.6474688605,COAL,15534,TalenEnergy Montour LLC,17884,montour,41.0714,-76.6672,42093,0.0,0.0,1197650.766004925,0.0,1197650.766004925,1.0,RFC,1757.9
763,315,AES Alamitos LLC,CA,2,California Independent System Operator,581118000.0,0.0,8072068.0,8072068.0,0.0,7790140.0,472212.682174635,428388.535040039,GAS,22148,AES Alamitos LLC,90803,los angeles,33.7688,-118.1009,06037,0.0,472212.682174635,0.0,0.0,472212.682174635,1.0,WECC,1115.0
764,3152,Sunbury Generation LP,PA,2,"PJM Interconnection, LLC",62000.0,0.0,993.0,993.0,0.0,171.0,80.0804846028,72.6485390573,PET,22001,Sunbury Generation LP,17876,snyder,40.8361,-76.825,42109,80.0804846028,0.0,0.0,0.0,80.0804846028,1.0,RFC,52.7
765,3154,TalenEnergy Martins Creek LLC West Shore,PA,2,"PJM Interconnection, LLC",84000.0,0.0,1747.0,1747.0,0.0,305.0,140.8868143012,127.8116794894,PET,15276,TalenEnergy Martins Creek LLC,17011,cumberland,40.1908,-76.94579,42041,140.8868143012,0.0,0.0,0.0,140.8868143012,1.0,RFC,37.0
766,3155,PPL Martins Creek LLC Williamsport,PA,2,"PJM Interconnection, LLC",55000.0,0.0,1058.0,1058.0,0.0,186.0,85.3224095768,77.4039821979,PET,15276,TalenEnergy Martins Creek LLC,17701,lycoming,41.2361,-77.00755,42081,85.3224095768,0.0,0.0,0.0,85.3224095768,1.0,RFC,32.0
767,3157,Chester Generating Station,PA,2,"PJM Interconnection, LLC",218000.0,0.0,5229.0,5229.0,0.0,897.0,421.6927029084,382.5571105039,PET,6035,Exelon Power,19013,chester,39.8301,-75.3837,42029,421.6927029084,0.0,0.0,0.0,421.6927029084,1.0,RFC,55.800000000000004
768,3160,Delaware Generating Station,PA,2,"PJM Interconnection, LLC",232000.0,0.0,7202.0,7202.0,0.0,1246.0,580.8052871192,526.9030999902,PET,6035,Exelon Power,19125,philadelphia,39.968021,-75.125203,42101,580.8052871192,0.0,0.0,0.0,580.8052871192,1.0,RFC,77.0
769,3161,Eddystone Generating Station,PA,2,"PJM Interconnection, LLC",13321000.0,0.0,256926.0,256926.0,0.0,209558.0,16108.7910613311,14613.7993843156,GAS,6035,Exelon Power,19022,delaware,39.858,-75.323,42045,0.0,16108.7910613311,0.0,0.0,16108.7910613311,1.0,RFC,861.6
770,3162,Falls,PA,2,"PJM Interconnection, LLC",657000.0,0.0,13066.0,13066.0,0.0,2257.0,1053.7075647736,955.9172319456,PET,6035,Exelon Power,19067,bucks,40.176486,-74.789976,42017,1053.7075647736,0.0,0.0,0.0,1053.7075647736,1.0,RFC,63.599999999999994
771,3163,Moser Generating Station,PA,2,"PJM Interconnection, LLC",597000.0,0.0,13245.0,13245.0,0.0,2280.0,1068.143019702,969.0129907484,PET,6035,Exelon Power,19464,montgomery,40.2352,-75.6193,42091,1068.143019702,0.0,0.0,0.0,1068.143019702,1.0,RFC,63.599999999999994
772,3168,Richmond Generating Station,PA,2,"PJM Interconnection, LLC",898000.0,0.0,11361.0,11361.0,0.0,1959.0,916.2078404556,831.1783003317,PET,6035,Exelon Power,19137,philadelphia,39.984469,-75.075247,42101,916.2078404556,0.0,0.0,0.0,916.2078404556,1.0,RFC,131.6
773,3169,Schuylkill Generating Station,PA,2,"PJM Interconnection, LLC",552000.0,0.0,9630.0,9630.0,0.0,1666.0,776.611346148,704.5371914615,PET,6035,Exelon Power,19146,philadelphia,39.9419,-75.1883,42101,776.611346148,0.0,0.0,0.0,776.611346148,1.0,RFC,39.8
774,3170,Southwark,PA,2,"PJM Interconnection, LLC",398000.0,0.0,6473.0,6473.0,0.0,1116.0,522.0150824108,473.5689761506,PET,6035,Exelon Power,19148,philadelphia,39.9144,-75.135,42101,522.0150824108,0.0,0.0,0.0,522.0150824108,1.0,RFC,74.4
775,3176,Hunlock Power Station,PA,2,"PJM Interconnection, LLC",108753000.0,0.0,928915.0,928915.0,0.0,900073.0,54341.1482240055,49297.966274159,GAS,19391,UGI Development Co,18621,luzerne,41.200556,-76.07,42079,0.0,54341.1482240055,0.0,0.0,54341.1482240055,1.0,RFC,145.9
776,3236,Manchester Street,RI,2,New England ISO,1484595000.0,0.0,12002768.0,12002768.0,0.0,11678930.0,702533.4549133098,637334.1693852034,GAS,63350,"Manchester Street, LLC.",2903,providence,41.8167,-71.4042,44007,0.0,702533.4549133098,0.0,0.0,702533.4549133098,1.0,NPCC,515.0
777,3250,Darlington County,SC,1,Duke Energy Progress East,21080000.0,0.0,336295.0,336295.0,0.0,295585.0,20529.9260224025,18624.6267099723,GAS,3046,Duke Energy Progress - (NC),29550,darlington,34.4185,-80.1657,45031,0.0,20529.9260224025,0.0,0.0,20529.9260224025,1.0,SERC,845.4
778,3264,W S Lee,SC,1,Duke Energy Carolinas,5272034000.0,0.0,37104239.0,37104239.0,0.0,36173701.0,2171003.7053163527,1969521.6414010255,GAS,5416,"Duke Energy Carolinas, LLC",29697,anderson,34.6022,-82.435,45007,0.0,2171003.7053163527,0.0,0.0,2171003.7053163527,1.0,SERC,1117.9
779,3281,Coit GT,SC,1,South Carolina Electric & Gas Company,316000.0,0.0,6721.0,6721.0,0.0,3932.0,465.10404067490003,421.9396177764,GAS,17539,"Dominion Energy South Carolina, Inc",29201,richland,33.980254,-81.04067,45079,0.0,465.10404067490003,0.0,0.0,465.10404067490003,1.0,SERC,39.2
780,3285,Hagood,SC,1,South Carolina Electric & Gas Company,13230000.0,0.0,170225.0,170225.0,0.0,149181.0,10404.5444203965,9438.9407787322,GAS,17539,"Dominion Energy South Carolina, Inc",29405,charleston,32.8265,-79.9634,45019,0.0,10404.5444203965,0.0,0.0,10404.5444203965,1.0,SERC,177.3
781,3287,McMeekin,SC,1,South Carolina Electric & Gas Company,752842000.0,0.0,7754860.0,7754860.0,0.0,7529890.0,453656.143690662,411554.15376092,GAS,17539,"Dominion Energy South Carolina, Inc",29212,lexington,34.0556,-81.2172,45063,0.0,453656.143690662,0.0,0.0,453656.143690662,1.0,SERC,293.6
782,3291,Parr GT,SC,1,South Carolina Electric & Gas Company,2386000.0,0.0,42368.0,42368.0,0.0,33322.0,2695.3363898945,2445.1931324453,GAS,17539,"Dominion Energy South Carolina, Inc",29065,fairfield,34.2642,-81.3308,45039,0.0,2695.3363898945,0.0,0.0,2695.3363898945,1.0,SERC,83.80000000000001
783,3295,Urquhart,SC,1,South Carolina Electric & Gas Company,1715365000.0,0.0,14043108.0,14043108.0,0.0,13648253.0,821853.5137791752,745580.6166916228,GAS,17539,"Dominion Energy South Carolina, Inc",29842,aiken,33.435,-81.9111,45003,0.0,821853.5137791752,0.0,0.0,821853.5137791752,1.0,SERC,758.9
784,3297,Wateree,SC,1,South Carolina Electric & Gas Company,2061246000.0,0.0,21258065.0,21258065.0,0.0,892664.0,2183649.689084345,1980994.0026166644,COAL,17539,"Dominion Energy South Carolina, Inc",29044,richland,33.8264,-80.6228,45079,0.0,0.0,2183649.689084345,0.0,2183649.689084345,1.0,SERC,771.8
785,3298,Williams,SC,1,South Carolina Electric & Gas Company,2557366000.0,0.0,26183126.0,26183126.0,0.0,1093659.0,2690034.2849674323,2440383.094409353,COAL,17554,"South Carolina Genertg Co, Inc",29445,berkeley,33.0158,-79.9297,45015,0.0,0.0,2690034.2849674323,0.0,2690034.2849674323,1.0,SERC,713.5
786,3305,Rocky River (SC),SC,1,Duke Energy Carolinas,94000.0,0.0,1092.0,1092.0,0.0,185.0,88.0643395632,79.8914447639,PET,34,City of Abbeville - (SC),29655,anderson,34.2572,-82.6097,45007,88.0643395632,0.0,0.0,0.0,88.0643395632,1.0,SERC,3.9000000000000004
787,3318,Hilton Head,SC,1,South Carolina Public Service Authority,196000.0,0.0,7775.0,7775.0,0.0,1343.0,627.01487189,568.8241602921,PET,17543,South Carolina Public Service Authority,29926,beaufort,32.208871,-80.698754,45013,627.01487189,0.0,0.0,0.0,627.01487189,1.0,SERC,117.9
788,3320,Myrtle Beach,SC,1,South Carolina Public Service Authority,-826000.0,0.0,1551.0,1551.0,0.0,268.0,125.0803943796,113.4721894036,PET,17543,South Carolina Public Service Authority,29577,horry,33.708283,-78.924146,45051,125.0803943796,0.0,0.0,0.0,125.0803943796,1.0,SERC,111.5
789,3325,Ben French,SD,1,Western Area Power Administration - Rocky Mountain Region,7572000.0,0.0,143488.0,143488.0,0.0,132645.0,8458.2996783912,7673.319131263,GAS,19545,"Black Hills Power, Inc. d/b/a",57702,pennington,44.087235,-103.260959,46103,0.0,8458.2996783912,0.0,0.0,8458.2996783912,1.0,WECC,110.0
790,3338,Aberdeen CT,SD,1,Southwest Power Pool,43908000.0,0.0,465184.0,465184.0,0.0,458936.0,27269.8991820442,24739.090249518402,GAS,13809,NorthWestern Energy - (SD),57401,brown,45.429884,-98.49396,46013,0.0,27269.8991820442,0.0,0.0,27269.8991820442,1.0,MRO,111.0
791,3341,Clark (SD),SD,1,Southwest Power Pool,-122000.0,0.0,36.0,36.0,0.0,6.0,2.9032199856,2.6337838933,PET,13809,NorthWestern Energy - (SD),57225,clark,44.876484,-97.732102,46025,2.9032199856,0.0,0.0,0.0,2.9032199856,1.0,MRO,2.7
792,3342,Faulkton,SD,1,Southwest Power Pool,-142000.0,0.0,153.0,153.0,0.0,26.0,12.3386849388,11.1935815466,PET,13809,NorthWestern Energy - (SD),57438,faulk,45.036685,-99.120186,46049,12.3386849388,0.0,0.0,0.0,12.3386849388,1.0,MRO,2.7
793,3344,Huron,SD,1,Southwest Power Pool,2928000.0,0.0,51571.0,51571.0,0.0,51106.0,3017.0153160081,2737.0183398422,GAS,13809,NorthWestern Energy - (SD),57350,beadle,44.369507,-98.17223,46005,0.0,3017.0153160081,0.0,0.0,3017.0153160081,1.0,MRO,57.9
794,3346,Mobile Unit,SD,1,Southwest Power Pool,-92000.0,0.0,390.0,390.0,0.0,67.0,31.451549844,28.5326588442,PET,13809,NorthWestern Energy - (SD),57350,beadle,44.3784,-98.4629,46005,31.451549844,0.0,0.0,0.0,31.451549844,1.0,MRO,4.2
795,335,AES Huntington Beach LLC,CA,2,California Independent System Operator,221671000.0,0.0,2822710.0,2822710.0,0.0,2706480.0,165127.382487507,149802.57868775,GAS,23693,AES Huntington Beach LLC,92646,orange,33.6439,-117.9792,06059,0.0,165127.382487507,0.0,0.0,165127.382487507,1.0,WECC,218.0
796,3352,Lake Preston,SD,1,"Midcontinent Independent System Operator, Inc.",251000.0,0.0,7518.0,7518.0,0.0,1253.0,606.2891069928,550.0218697204,PET,14232,Otter Tail Power Co,57249,kingsbury,44.364871,-97.381063,46077,606.2891069928,0.0,0.0,0.0,606.2891069928,1.0,MRO,24.1
797,3393,Allen,TN,1,Tennessee Valley Authority,5842650000.0,0.0,37033623.0,37033623.0,0.0,37025417.0,2166672.215771142,1965592.1398631479,GAS,18642,Tennessee Valley Authority,38109,shelby,35.074087,-90.14868,47157,0.0,2166672.215771142,0.0,0.0,2166672.215771142,1.0,SERC,1791.6999999999998
798,3396,Bull Run,TN,1,Tennessee Valley Authority,1551288000.0,0.0,14371379.0,14371379.0,0.0,737074.0,1473874.9192790396,1337090.5554559017,COAL,18642,Tennessee Valley Authority,37716,anderson,36.0211,-84.1567,47001,0.0,0.0,1473874.9192790396,0.0,1473874.9192790396,1.0,SERC,950.0
799,3399,Cumberland (TN),TN,1,Tennessee Valley Authority,9409261000.0,0.0,87621295.0,87621295.0,0.0,4333717.0,8990838.841096684,8156435.490426091,COAL,18642,Tennessee Valley Authority,37050,stewart,36.3903,-87.6539,47161,0.0,0.0,8990838.841096684,0.0,8990838.841096684,1.0,SERC,2600.0
800,3403,Gallatin (TN),TN,1,Tennessee Valley Authority,4157882000.0,0.0,46568735.0,46568735.0,0.0,4002525.0,4916641.044267546,4460347.495479946,COAL,18642,Tennessee Valley Authority,37066,sumner,36.3156,-86.4006,47165,0.0,0.0,4916641.044267546,0.0,4916641.044267546,1.0,SERC,1918.4
801,3405,John Sevier,TN,1,Tennessee Valley Authority,4954090000.0,0.0,34755506.0,34755506.0,0.0,34755506.0,2033182.910326894,1844491.4363847359,GAS,18642,Tennessee Valley Authority,37857,hawkins,36.3767,-82.9639,47073,0.0,2033182.910326894,0.0,0.0,2033182.910326894,1.0,SERC,996.9000000000001
802,3406,Johnsonville,TN,1,Tennessee Valley Authority,140219000.0,0.0,6755721.0,6755721.0,0.0,6682555.0,397171.9486183058,360312.02813962195,GAS,18642,Tennessee Valley Authority,37134,humphreys,36.0278,-87.9861,47085,0.0,397171.9486183058,0.0,0.0,397171.9486183058,1.0,SERC,1426.0
803,3407,Kingston,TN,1,Tennessee Valley Authority,3320006000.0,0.0,38812452.0,38812452.0,0.0,1959397.0,4070145.2080832315,3692411.5105535905,COAL,18642,Tennessee Valley Authority,37763,roane,35.8992,-84.5194,47145,0.0,0.0,4070145.2080832315,0.0,4070145.2080832315,1.0,SERC,1700.0
804,341,Long Beach Generation LLC,CA,2,California Independent System Operator,14582000.0,0.0,250739.0,250739.0,0.0,243435.0,14668.1291232663,13306.8394477604,GAS,13584,NRG El Segundo Operations Inc,90802,los angeles,33.7641,-118.2248,06037,0.0,14668.1291232663,0.0,0.0,14668.1291232663,1.0,WECC,252.0
805,3439,Laredo,TX,2,"Electric Reliability Council of Texas, Inc.",111609000.0,0.0,1097978.0,1097978.0,0.0,1065997.0,64231.2646955826,58270.2210791823,GAS,49979,"Talen Texas, LLC",78041,webb,27.5667,-99.5089,48479,0.0,64231.2646955826,0.0,0.0,64231.2646955826,1.0,TRE,263.6
806,3441,Nueces Bay,TX,2,"Electric Reliability Council of Texas, Inc.",1624574000.0,0.0,12166312.0,12166312.0,0.0,11901775.0,711724.2844948098,645672.0352851405,GAS,49979,"Talen Texas, LLC",78403,nueces,27.819412,-97.419203,48355,0.0,711724.2844948098,0.0,0.0,711724.2844948098,1.0,TRE,730.2
807,3443,Victoria,TX,2,"Electric Reliability Council of Texas, Inc.",1260976000.0,0.0,9811478.0,9811478.0,0.0,9339905.0,573967.4569735321,520699.86117529916,GAS,60638,"Victoria WLE, LP",77901,victoria,28.7883,-97.01,48469,0.0,573967.4569735321,0.0,0.0,573967.4569735321,1.0,TRE,376.9
808,3452,Lake Hubbard,TX,2,"Electric Reliability Council of Texas, Inc.",318791000.0,0.0,3874766.0,3874766.0,0.0,3874766.0,226672.228933042,205635.697117882,GAS,55983,Luminant Generation Company LLC,75182,dallas,32.8358,-96.5458,48113,0.0,226672.228933042,0.0,0.0,226672.228933042,1.0,TRE,927.5
809,3453,Mountain Creek,TX,2,"Electric Reliability Council of Texas, Inc.",412977000.0,0.0,5068139.0,5068139.0,0.0,5063077.0,296484.062178846,268968.576774785,GAS,62026,"Mountain Creek Power, LLC",75211,dallas,32.7231,-96.9358,48113,0.0,296484.062178846,0.0,0.0,296484.062178846,1.0,TRE,852.2
810,3456,Newman,TX,1,El Paso Electric Company,3162889000.0,0.0,30773992.0,30773992.0,0.0,29641212.0,1800349.3222943966,1633266.190959262,GAS,5701,El Paso Electric Co,79934,el paso,31.983587,-106.431777,48141,0.0,1800349.3222943966,0.0,0.0,1800349.3222943966,1.0,WECC,882.0
811,3457,Lewis Creek,TX,1,"Midcontinent Independent System Operator, Inc.",2192164000.0,0.0,23718121.0,23718121.0,0.0,23571381.0,1387500.39439119,1258732.10050911,GAS,55937,Entergy Texas Inc.,77318,montgomery,30.4356,-95.5214,48339,0.0,1387500.39439119,0.0,0.0,1387500.39439119,1.0,SERC,542.8
812,3459,Sabine,TX,1,"Midcontinent Independent System Operator, Inc.",3249202000.0,0.0,39782882.0,39782882.0,0.0,38911345.0,2327284.7453533267,2111298.87086395,GAS,55937,Entergy Texas Inc.,77630,orange,30.0242,-93.878,48361,0.0,2327284.7453533267,0.0,0.0,2327284.7453533267,1.0,SERC,1811.8
813,3460,Cedar Bayou,TX,2,"Electric Reliability Council of Texas, Inc.",2185549000.0,0.0,23770335.0,23770335.0,0.0,23529509.0,1390554.89207221,1261503.12262743,GAS,54888,NRG Texas Power LLC,77523,chambers,29.75,-94.9256,48071,0.0,1390554.89207221,0.0,0.0,1390554.89207221,1.0,TRE,1530.0
814,3464,Greens Bayou,TX,2,"Electric Reliability Council of Texas, Inc.",158574000.0,0.0,2429281.0,2429281.0,0.0,2335847.0,142111.946624567,128923.112242191,GAS,54888,NRG Texas Power LLC,77049,harris,29.822201,-95.219429,48201,0.0,142111.946624567,0.0,0.0,142111.946624567,1.0,TRE,432.0
815,3469,T H Wharton,TX,2,"Electric Reliability Council of Texas, Inc.",957641295.0,0.0,10138597.0,10138597.0,0.0,9936604.0,593103.784910844,538060.223996048,GAS,54888,NRG Texas Power LLC,77064,harris,29.9417,-95.5306,48201,0.0,593103.784910844,0.0,0.0,593103.784910844,1.0,TRE,1189.9
816,3470,W A Parish,TX,2,"Electric Reliability Council of Texas, Inc.",14328218000.0,0.0,153622813.0,153622813.0,0.0,21010880.0,15832516.869697593,14363165.081826674,COAL,54888,NRG Texas Power LLC,77481,fort bend,29.4828,-95.6311,48157,0.0,0.0,15832516.869697593,0.0,15832516.869697593,1.0,TRE,4008.4
817,3476,Knox Lee,TX,1,Southwest Power Pool,107854000.0,0.0,1341220.0,1341220.0,0.0,1313932.0,78460.822379874,71179.1911275279,GAS,17698,Southwestern Electric Power Co,75603,gregg,32.3766,-94.6415,48183,0.0,78460.822379874,0.0,0.0,78460.822379874,1.0,MRO,427.0
818,3477,Lone Star,TX,1,Southwest Power Pool,11483000.0,0.0,174129.0,174129.0,0.0,170715.0,10186.4754031293,9241.1098640382,GAS,17698,Southwestern Electric Power Co,75668,morris,32.9215,-94.7226,48343,0.0,10186.4754031293,0.0,0.0,10186.4754031293,1.0,MRO,40.0
